ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
53337,variation,,"Laboratory Ventilation Cleaning Fume Extraction System Hood Equipment Fume Hood YR05826 // YR05828 - YR05826",1,0,visible,,,,,taxable,parent,1,,,0,0,240,128,94,167,0,,,2277,,,,,,,id:53305,,,,,,1,Model,YR05826,,1,,,,
53338,variation,,"Laboratory Ventilation Cleaning Fume Extraction System Hood Equipment Fume Hood YR05826 // YR05828 - YR05827",1,0,visible,,,,,taxable,parent,1,,,0,0,280,158,94,167,0,,,2475,,,,,,,id:53305,,,,,,2,Model,YR05827,,1,,,,
53347,variation,,"Laboratory Ventilation Cleaning Fume Extraction System Hood Equipment Fume Hood YR05826 // YR05828 - YR05828",1,0,visible,,,,,taxable,parent,1,,,0,0,360,188,94,167,0,,,2673,,,,,,,id:53305,,,,,,3,Model,YR05828,,1,,,,
53446,variation,,"Artificial Climate Incubator YR05328 // YR05330 - YR05328",1,0,visible,,,,,taxable,parent,1,,,0,0,120,83,78,169,0,,,"4712,40",,,,,,,id:53353,,,,,,1,Model,YR05328,,1,,,,
53447,variation,,"Artificial Climate Incubator YR05328 // YR05330 - YR05329",1,0,visible,,,,,taxable,parent,1,,,0,0,155,90,87,195,0,,,,,,,,,,id:53353,,,,,,2,Model,YR05329,,1,,,,
53448,variation,,"Artificial Climate Incubator YR05328 // YR05330 - YR05330",1,0,visible,,,,,taxable,parent,1,,,0,0,188,91,100,195.5,0,,,"6534,00",,,,,,,id:53353,,,,,,3,Model,YR05330,,1,,,,
53449,variation,,"Illumination (Ray radiation) Incubator YR05331 // YR05333 - YR05331",1,0,visible,,,,,taxable,parent,1,,,0,0,128,83,78,169,0,,,"3187,80",,,,,,,id:53354,,,,,,1,Model,YR05331,,1,,,,
53450,variation,,"Illumination (Ray radiation) Incubator YR05331 // YR05333 - YR05332",1,0,visible,,,,,taxable,parent,1,,,0,0,165,90,87,195,0,,,"3979,80",,,,,,,id:53354,,,,,,2,Model,YR05332,,1,,,,
53451,variation,,"Illumination (Ray radiation) Incubator YR05331 // YR05333 - YR05332",1,0,visible,,,,,taxable,parent,1,,,0,0,198,91,100,195.5,0,,,"5346,00",,,,,,,id:53354,,,,,,3,Model,YR05332,,1,,,,
53452,variation,,"Constant Climate Chamber YR05334 // YR05339 - YR05336",1,0,visible,,,,,taxable,parent,1,,,0,0,188,81.5,109,190.7,0,,,"10157,40",,,,,,,id:53355,,,,,,0,Model,YR05336,,1,,,,
53453,variation,,"Constant Climate Chamber YR05334 // YR05339 - YR05335",1,0,visible,,,,,taxable,parent,1,,,0,0,162.5,76,89,193.5,0,,,"7504,20",,,,,,,id:53355,,,,,,0,Model,YR05335,,1,,,,
53454,variation,,"Constant Climate Chamber YR05334 // YR05339 - YR05334",1,0,visible,,,,,taxable,parent,1,,,0,0,133,76,83,160.5,0,,,"6355,80",,,,,,,id:53355,,,,,,0,Model,YR05334,,1,,,,
53455,variation,,"Constant Climate Chamber YR05334 // YR05339 - YR05337",1,0,visible,,,,,taxable,parent,1,,,0,0,133,76,83,160.5,0,,,"6454,80",,,,,,,id:53355,,,,,,4,Model,YR05337,,1,,,,
53456,variation,,"Constant Climate Chamber YR05334 // YR05339 - YR05338",1,0,visible,,,,,taxable,parent,1,,,0,0,162.5,76,89,193.5,0,,,"7603,20",,,,,,,id:53355,,,,,,5,Model,YR05338,,1,,,,
53457,variation,,"Constant Climate Chamber YR05334 // YR05339 - YR05339",1,0,visible,,,,,taxable,parent,1,,,0,0,188,81.5,109,190.7,0,,,"1296,00",,,,,,,id:53355,,,,,,6,Model,YR05339,,1,,,,
53458,variation,,"Climate Simulation Chamber YR05347 // YR05349 - YR05347",1,0,visible,,,,,taxable,parent,1,,,0,0,172,80,90,196.5,0,,,"9504,00",,,,,,,id:53356,,,,,,1,Model,YR05347,,1,,,,
53459,variation,,"Climate Simulation Chamber YR05347 // YR05349 - YR05348",1,0,visible,,,,,taxable,parent,1,,,0,0,198,86,94,196.5,0,,,"10573,20",,,,,,,id:53356,,,,,,2,Model,YR05348,,1,,,,
53460,variation,,"Climate Simulation Chamber YR05347 // YR05349 - YR05349",1,0,visible,,,,,taxable,parent,1,,,0,0,214,88,106,201.7,0,,,"11761,20",,,,,,,id:53356,,,,,,3,Model,YR05349,,1,,,,
53461,variation,,"Drug Stability Test Chamber YR05350 // YR05352 - YR05350",1,0,visible,,,,,taxable,parent,1,,,0,0,132,75,83,161,0,,,"9038,70",,,,,,,id:53357,,,,,,1,Model,YR05350,,1,,,,
53462,variation,,"Drug Stability Test Chamber YR05350 // YR05352 - YR05351",1,0,visible,,,,,taxable,parent,1,,,0,0,162,75,89,193,0,,,"10474,20",,,,,,,id:53357,,,,,,2,Model,YR05351,,1,,,,
53463,variation,,"Drug Stability Test Chamber YR05350 // YR05352 - YR05352",1,0,visible,,,,,taxable,parent,1,,,0,0,186,84,108,190,0,,,"14216,40",,,,,,,id:53357,,,,,,3,Model,YR05352,,1,,,,
53464,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05340",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,105,115,163,0,,,"5416,00",,,,,,,id:53358,,,,,,1,Model,YR05340,,1,,,,
53465,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05345-1",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,165,175,213,0,,,"9772,00",,,,,,,id:53358,,,,,,10,Model,YR05345-1,,1,,,,
53466,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05346",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,65,101,161,0,,,"4624,00",,,,,,,id:53358,,,,,,11,Model,YR05346,,1,,,,
53467,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05346-1",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,65,101,161,0,,,"4822,00",,,,,,,id:53358,,,,,,12,Model,YR05346-1,,1,,,,
53468,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05345",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,165,175,213,0,,,"9178,00",,,,,,,id:53358,,,,,,9,Model,YR05345,,1,,,,
53469,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05344-1",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,137,145,197,0,,,"8386,00",,,,,,,id:53358,,,,,,8,Model,YR05344-1,,1,,,,
53470,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05343-1",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,125,126,183,0,,,"7000,00",,,,,,,id:53358,,,,,,6,Model,YR05343-1,,1,,,,
53471,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05344",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,137,145,197,0,,,"7594,00",,,,,,,id:53358,,,,,,7,Model,YR05344,,1,,,,
53472,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05343",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,125,126,183,0,,,"6406,00",,,,,,,id:53358,,,,,,5,Model,YR05343,,1,,,,
53473,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05340-1",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,105,115,163,0,,,"5614,00",,,,,,,id:53358,,,,,,2,Model,YR05340-1,,1,,,,
53474,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05342",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,115,117,163,0,,,"5614,00",,,,,,,id:53358,,,,,,3,Model,YR05342,,1,,,,
53475,variation,,"Environmental Chamber YR05340 // YR05346-1 - YR05342-1",1,0,visible,,,,,taxable,parent,1,,,0,0,'-,115,117,163,0,,,"5812,00",,,,,,,id:53358,,,,,,4,Model,YR05342-1,,1,,,,
53476,variation,,"Strong Illumination Stability Test Chamber YR05353 // YR05353-2 - YR05353",1,0,visible,,,,,taxable,parent,1,,,0,0,132,75,83,161,0,,,"10791,00",,,,,,,id:53359,,,,,,1,Model,YR05353,,1,,,,
53477,variation,,"Strong Illumination Stability Test Chamber YR05353 // YR05353-2 - YR05353-1",1,0,visible,,,,,taxable,parent,1,,,0,0,172,75,89,193,0,,,"12295,80",,,,,,,id:53359,,,,,,2,Model,YR05353-1,,1,,,,
53478,variation,,"Strong Illumination Stability Test Chamber YR05353 // YR05353-2 - YR05353-2",1,0,visible,,,,,taxable,parent,1,,,0,0,203,84,108,190,0,,,"17820,00",,,,,,,id:53359,,,,,,3,Model,YR05353-2,,1,,,,
53479,variation,,"Comprehensive Drug Stability Test Chamber YR05354 // YR05356 - YR05356",1,0,visible,,,,,taxable,parent,1,,,0,0,203,84,108,190,0,,,"17820,00",,,,,,,id:53360,,,,,,3,Model,YR05356,,1,,,,
53480,variation,,"Comprehensive Drug Stability Test Chamber YR05354 // YR05356 - YR05354",1,0,visible,,,,,taxable,parent,1,,,0,0,133,75,83,161,0,,,"10791,00",,,,,,,id:53360,,,,,,1,Model,YR05354,,1,,,,
53481,variation,,"Comprehensive Drug Stability Test Chamber YR05354 // YR05356 - YR05355",1,0,visible,,,,,taxable,parent,1,,,0,0,172,75,89,193,0,,,"12295,80",,,,,,,id:53360,,,,,,2,Model,YR05355,,1,,,,
53482,variation,,"Semi-micro Analytical Balance YR05562 // YR05567 - YR05567",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"3069,00",,,,,,,id:53361,,,,,,6,Model,YR05567,,1,,,,
53483,variation,,"Semi-micro Analytical Balance YR05562 // YR05567 - YR05562",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"2178,00",,,,,,,id:53361,,,,,,1,Model,YR05562,,1,,,,
53484,variation,,"Semi-micro Analytical Balance YR05562 // YR05567 - YR05563",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"2277,00",,,,,,,id:53361,,,,,,2,Model,YR05563,,1,,,,
53485,variation,,"Semi-micro Analytical Balance YR05562 // YR05567 - YR05564",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"2475,00",,,,,,,id:53361,,,,,,3,Model,YR05564,,1,,,,
53486,variation,,"Semi-micro Analytical Balance YR05562 // YR05567 - YR05565",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"2475,00",,,,,,,id:53361,,,,,,4,Model,YR05565,,1,,,,
53487,variation,,"Semi-micro Analytical Balance YR05562 // YR05567 - YR05566",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"2673,00",,,,,,,id:53361,,,,,,5,Model,YR05566,,1,,,,
53488,variation,,"Internal Calibration Analytical Balance  YR05568 // YR05572 - YR05568",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"1287,00",,,,,,,id:53362,,,,,,0,Model,YR05568,,1,,,,
53489,variation,,"Internal Calibration Analytical Balance  YR05568 // YR05572 - YR05569",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"1485,00",,,,,,,id:53362,,,,,,2,Model,YR05569,,1,,,,
53490,variation,,"Internal Calibration Analytical Balance  YR05568 // YR05572 - YR05570",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"1584,00",,,,,,,id:53362,,,,,,3,Model,YR05570,,1,,,,
53491,variation,,"Internal Calibration Analytical Balance  YR05568 // YR05572 - YR05571",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"1683,00",,,,,,,id:53362,,,,,,4,Model,YR05571,,1,,,,
53492,variation,,"Internal Calibration Analytical Balance  YR05568 // YR05572 - YR05572",1,0,visible,,,,,taxable,parent,1,,,0,0,8.3,,,,0,,,"1782,00",,,,,,,id:53362,,,,,,5,Model,YR05572,,1,,,,
53493,variation,,"Internal Calibration Analytical Balance  YR05573 // YR05575 - YR05574",1,0,visible,,,,,taxable,parent,1,,,0,0,11,,,,0,,,"792,00",,,,,,,id:53363,,,,,,2,Model,YR05574,,1,,,,
53494,variation,,"Internal Calibration Analytical Balance  YR05573 // YR05575 - YR05575",1,0,visible,,,,,taxable,parent,1,,,0,0,11,,,,0,,,"831,60",,,,,,,id:53363,,,,,,3,Model,YR05575,,1,,,,
53495,variation,,"Internal Calibration Analytical Balance  YR05573 // YR05575 - YR05573",1,0,visible,,,,,taxable,parent,1,,,0,0,11,,,,0,,,"792,00",,,,,,,id:53363,,,,,,1,Model,YR05573,,1,,,,
53496,variation,,"Analytical Balance  YR05576 // YR05577 - YR05576",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"475,20",,,,,,,id:53364,,,,,,1,Model,YR05576,,1,,,,
53497,variation,,"Analytical Balance  YR05576 // YR05577 - YR05577",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"475,20",,,,,,,id:53364,,,,,,2,Model,YR05577,,1,,,,
53498,variation,,"Internal Calibration Analytical Balance YR05580 //  YR05583 - YR05580",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"634,00",,,,,,,id:53365,,,,,,1,Model,YR05580,,1,,,,
53499,variation,,"Internal Calibration Analytical Balance YR05580 //  YR05583 - YR05581",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"634,00",,,,,,,id:53365,,,,,,2,Model,YR05581,,1,,,,
53500,variation,,"Internal Calibration Analytical Balance YR05580 //  YR05583 - YR05582",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"604,30",,,,,,,id:53365,,,,,,3,Model,YR05582,,1,,,,
53501,variation,,"Internal Calibration Analytical Balance YR05580 //  YR05583 - YR05583",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"673,60",,,,,,,id:53365,,,,,,4,Model,YR05583,,1,,,,
53502,variation,,"Analytical Balance YR05584 // YR05587 - YR05584",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"158,40",,,,,,,id:53366,,,,,,1,Model,YR05584,,1,,,,
53503,variation,,"Analytical Balance YR05584 // YR05587 - YR05585",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"158,40",,,,,,,id:53366,,,,,,2,Model,YR05585,,1,,,,
53504,variation,,"Analytical Balance YR05584 // YR05587 - YR05586",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"178,20",,,,,,,id:53366,,,,,,3,Model,YR05586,,1,,,,
53505,variation,,"Analytical Balance YR05584 // YR05587 - YR05587",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"158,40",,,,,,,id:53366,,,,,,4,Model,YR05587,,1,,,,
53506,variation,,"Internal Calibration Analytical Balance  YR05578 - YR05579 - YR05578",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"535,00",,,,,,,id:53367,,,,,,1,Model,YR05578,,1,,,,
53507,variation,,"Internal Calibration Analytical Balance  YR05578 - YR05579 - YR05579",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"554,80",,,,,,,id:53367,,,,,,2,Model,YR05579,,1,,,,
53508,variation,,"Precision Balance  YR05588 // YR05593 - YR05588",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"61,38",,,,,,,id:53434,,,,,,1,Model,YR05588,,1,,,,
53509,variation,,"Precision Balance  YR05588 // YR05593 - YR05589",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"61,38",,,,,,,id:53434,,,,,,2,Model,YR05589,,1,,,,
53510,variation,,"Precision Balance  YR05588 // YR05593 - YR05590",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"61,38",,,,,,,id:53434,,,,,,3,Model,YR05590,,1,,,,
53511,variation,,"Precision Balance  YR05588 // YR05593 - YR05591",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"65,34",,,,,,,id:53434,,,,,,4,Model,YR05591,,1,,,,
53512,variation,,"Precision Balance  YR05588 // YR05593 - YR05592",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"99,00",,,,,,,id:53434,,,,,,5,Model,YR05592,,1,,,,
53513,variation,,"Precision Balance  YR05588 // YR05593 - YR05593",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"118,80",,,,,,,id:53434,,,,,,6,Model,YR05593,,1,,,,
53514,variation,,"Precision Balance YR05594 // YR05599 - YR05594",1,0,visible,,,,,taxable,parent,1,,,0,0,2,,,,0,,,"61,38",,,,,,,id:53435,,,,,,1,Model,YR05594,,1,,,,
53515,variation,,"Precision Balance YR05594 // YR05599 - YR05595",1,0,visible,,,,,taxable,parent,1,,,0,0,2,,,,0,,,"61,38",,,,,,,id:53435,,,,,,2,Model,YR05595,,1,,,,
53516,variation,,"Precision Balance YR05594 // YR05599 - YR05596",1,0,visible,,,,,taxable,parent,1,,,0,0,2,,,,0,,,"61,38",,,,,,,id:53435,,,,,,3,Model,YR05596,,1,,,,
53517,variation,,"Precision Balance YR05594 // YR05599 - YR05597",1,0,visible,,,,,taxable,parent,1,,,0,0,2,,,,0,,,"65,34",,,,,,,id:53435,,,,,,4,Model,YR05597,,1,,,,
53518,variation,,"Precision Balance YR05594 // YR05599 - YR05598",1,0,visible,,,,,taxable,parent,1,,,0,0,2,,,,0,,,"99,00",,,,,,,id:53435,,,,,,5,Model,YR05598,,1,,,,
53519,variation,,"Precision Balance YR05594 // YR05599 - YR05599",1,0,visible,,,,,taxable,parent,1,,,0,0,2,,,,0,,,"118,80",,,,,,,id:53435,,,,,,6,Model,YR05599,,1,,,,
53520,variation,,"Precision Balance YR05600 // YR05602 - YR05601",1,0,visible,,,,,taxable,parent,1,,,0,0,5,,,,0,,,"237,60",,,,,,,id:53436,,,,,,2,Model,YR05601,,1,,,,
53521,variation,,"Precision Balance YR05600 // YR05602 - YR05602",1,0,visible,,,,,taxable,parent,1,,,0,0,5,,,,0,,,"257,40",,,,,,,id:53436,,,,,,3,Model,YR05602,,1,,,,
53522,variation,,"Precision Balance YR05600 // YR05602 - YR05600",1,0,visible,,,,,taxable,parent,1,,,0,0,5,,,,0,,,"237,60",,,,,,,id:53436,,,,,,1,Model,YR05600,,1,,,,
53526,variation,,"Industrial Scale YR05606 // YR05614 - YR05607",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"118,80",,,,,,,id:53438,,,,,,2,Model,YR05607,,1,,,,
53527,variation,,"Industrial Scale YR05606 // YR05614 - YR05608",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"118,80",,,,,,,id:53438,,,,,,3,Model,YR05608,,1,,,,
53528,variation,,"Industrial Scale YR05606 // YR05614 - YR05609",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"118,80",,,,,,,id:53438,,,,,,4,Model,YR05609,,1,,,,
53529,variation,,"Industrial Scale YR05606 // YR05614 - YR05610",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"118,80",,,,,,,id:53438,,,,,,5,Model,YR05610,,1,,,,
53530,variation,,"Industrial Scale YR05606 // YR05614 - YR05611",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"118,80",,,,,,,id:53438,,,,,,6,Model,YR05611,,1,,,,
53531,variation,,"Industrial Scale YR05606 // YR05614 - YR05612",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"128,70",,,,,,,id:53438,,,,,,7,Model,YR05612,,1,,,,
53532,variation,,"Industrial Scale YR05606 // YR05614 - YR05613",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"148,5",,,,,,,id:53438,,,,,,8,Model,YR05613,,1,,,,
53533,variation,,"Industrial Scale YR05606 // YR05614 - YR05614",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"168,3",,,,,,,id:53438,,,,,,9,Model,YR05614,,1,,,,
53534,variation,,"Industrial Scale YR05606 // YR05614 - YR05606",1,0,visible,,,,,taxable,parent,1,,,0,0,4,,,,0,,,"118,80",,,,,,,id:53438,,,,,,1,Model,YR05606,,1,,,,
53535,variation,,"Multifunction Weighing Scale  YR05615 // YR05619 - YR05615",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,,,,0,,,495,,,,,,,id:53439,,,,,,1,Model,YR05615,,1,,,,
53536,variation,,"Multifunction Weighing Scale  YR05615 // YR05619 - YR05616",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,,,,0,,,"514,8",,,,,,,id:53439,,,,,,2,Model,YR05616,,1,,,,
53537,variation,,"Multifunction Weighing Scale  YR05615 // YR05619 - YR05617",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,,,,0,,,"514,8",,,,,,,id:53439,,,,,,3,Model,YR05617,,1,,,,
53538,variation,,"Multifunction Weighing Scale  YR05615 // YR05619 - YR05618",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,,,,0,,,"554,40",,,,,,,id:53439,,,,,,4,Model,YR05618,,1,,,,
53539,variation,,"Multifunction Weighing Scale  YR05615 // YR05619 - YR05619",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,,,,0,,,"594,00",,,,,,,id:53439,,,,,,5,Model,YR05619,,1,,,,
53540,variation,,"Waterproof Scale YR05623 // YR05628 - YR05625",1,0,visible,,,,,taxable,parent,1,,,0,0,20,,,,0,,,"198,00",,,,,,,id:53440,,,,,,3,Model,YR05625,,1,,,,
53541,variation,,"Waterproof Scale YR05623 // YR05628 - YR05626",1,0,visible,,,,,taxable,parent,1,,,0,0,20,,,,0,,,"198,00",,,,,,,id:53440,,,,,,4,Model,YR05626,,1,,,,
53542,variation,,"Waterproof Scale YR05623 // YR05628 - YR05627",1,0,visible,,,,,taxable,parent,1,,,0,0,20,,,,0,,,"198,00",,,,,,,id:53440,,,,,,5,Model,YR05627,,1,,,,
53543,variation,,"Waterproof Scale YR05623 // YR05628 - YR05628",1,0,visible,,,,,taxable,parent,1,,,0,0,20,,,,0,,,"207,90",,,,,,,id:53440,,,,,,6,Model,YR05628,,1,,,,
53544,variation,,"Waterproof Scale YR05623 // YR05628 - YR05623",1,0,visible,,,,,taxable,parent,1,,,0,0,20,,,,0,,,"227,70",,,,,,,id:53440,,,,,,1,Model,YR05623,,1,,,,
53545,variation,,"Waterproof Scale YR05623 // YR05628 - YR05624",1,0,visible,,,,,taxable,parent,1,,,0,0,20,,,,0,,,"198,00",,,,,,,id:53440,,,,,,2,Model,YR05624,,1,,,,
53551,variation,,"Multifunction Weighing Scale YR05620 // YR05622 - YR05620",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,,,,0,,,"693,00",,,,,,,id:53442,,,,,,1,Model,YR05620,,1,,,,
53552,variation,,"Multifunction Weighing Scale YR05620 // YR05622 - YR05621",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,,,,0,,,"693,00",,,,,,,id:53442,,,,,,2,Model,YR05621,,1,,,,
53553,variation,,"Multifunction Weighing Scale YR05620 // YR05622 - YR05622",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,,,,0,,,"693,00",,,,,,,id:53442,,,,,,3,Model,YR05622,,1,,,,
53565,variation,,"Analytical Balance YR05769 // YR05773 - YR05772",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"535,00",,,,,,,id:53561,,,,,,4,Model,YR05772,,1,,,,
53566,variation,,"Analytical Balance YR05769 // YR05773 - YR05773",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"663,70",,,,,,,id:53561,,,,,,5,Model,YR05773,,1,,,,
53567,variation,,"Analytical Balance YR05769 // YR05773 - YR05769",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"465,70",,,,,,,id:53561,,,,,,1,Model,YR05769,,1,,,,
53568,variation,,"Analytical Balance YR05769 // YR05773 - YR05770",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"465,70",,,,,,,id:53561,,,,,,2,Model,YR05770,,1,,,,
53569,variation,,"Analytical Balance YR05769 // YR05773 - YR05771",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"535,00",,,,,,,id:53561,,,,,,3,Model,YR05771,,1,,,,
53570,variation,,"Analytical Balance YR05779 // YR05781 - YR05779",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,48,32,49,0,,,"297,40",,,,,,,id:53562,,,,,,1,Model,YR05779,,1,,,,
53571,variation,,"Analytical Balance YR05779 // YR05781 - YR05780",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,48,32,49,0,,,"297,40",,,,,,,id:53562,,,,,,2,Model,YR05780,,1,,,,
53572,variation,,"Analytical Balance YR05779 // YR05781 - YR05781",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,48,32,49,0,,,"297,40",,,,,,,id:53562,,,,,,3,Model,YR05781,,1,,,,
53573,variation,,"Analytical Balance YR05774 // YR05778 - YR05774",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"683,50",,,,,,,id:53563,,,,,,1,Model,YR05774,,1,,,,
53574,variation,,"Analytical Balance YR05774 // YR05778 - YR05775",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"564,70",,,,,,,id:53563,,,,,,1,Model,YR05775,,1,,,,
53575,variation,,"Analytical Balance YR05774 // YR05778 - YR05776",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"564,70",,,,,,,id:53563,,,,,,3,Model,YR05776,,1,,,,
53576,variation,,"Analytical Balance YR05774 // YR05778 - YR05777",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"634,00",,,,,,,id:53563,,,,,,4,Model,YR05777,,1,,,,
53577,variation,,"Analytical Balance YR05774 // YR05778 - YR05778",1,0,visible,,,,,taxable,parent,1,,,0,0,11,48,32,49,0,,,"624,10",,,,,,,id:53563,,,,,,5,Model,YR05778,,1,,,,
53578,variation,,"Humidity Chamber YR05802 // YR05807 - YR05803",1,0,visible,,,,,taxable,parent,1,,,0,0,115,72,74,147,0,,,"3682,8",,,,,,,id:53564,,,,,,2,Model,YR05803,,1,,,,
53579,variation,,"Humidity Chamber YR05802 // YR05807 - YR05804",1,0,visible,,,,,taxable,parent,1,,,0,0,145,77,74,167,0,,,"4613,4",,,,,,,id:53564,,,,,,3,Model,YR05804,,1,,,,
53580,variation,,"Humidity Chamber YR05802 // YR05807 - YR05805",1,0,visible,,,,,taxable,parent,1,,,0,0,100,67,70,122,0,,,3366,,,,,,,id:53564,,,,,,4,Model,YR05805,,1,,,,
53581,variation,,"Humidity Chamber YR05802 // YR05807 - YR05806",1,0,visible,,,,,taxable,parent,1,,,0,0,115,72,74,147,0,,,3762,,,,,,,id:53564,,,,,,5,Model,YR05806,,1,,,,
53582,variation,,"Humidity Chamber YR05802 // YR05807 - YR05807",1,0,visible,,,,,taxable,parent,1,,,0,0,145,77,74,167,0,,,"4672,8",,,,,,,id:53564,,,,,,6,Model,YR05807,,1,,,,
53583,variation,,"Humidity Chamber YR05802 // YR05807 - YR05802",1,0,visible,,,,,taxable,parent,1,,,0,0,100,67,70,122,0,,,"3286,8",,,,,,,id:53564,,,,,,1,Model,YR05802,,1,,,,
